customer_id,idade,genero,localizacao,tempo_cliente_anos,tipo_politica,premio_mensal,nivel_cobertura,sinistros_ultimo_ano,atraso_pagamento_dias,satisfacao_cliente,numero_interacoes_atendimento,churn
13004,38,F,Urbano,2,Terceiros,205.55,Media,1,17,2,2,1
13005,37,M,Suburbano,1,Compreensiva,272.94,Media,1,0,1,2,0
13006,48,M,Suburbano,7,Compreensiva,318.29,Baixa,1,0,4,2,0
13007,40,M,Suburbano,3,Compreensiva,303.67,Media,2,0,2,1,0
13008,50,M,Urbano,6,Terceiros,170.36,Media,0,0,3,4,0
13009,61,M,Suburbano,4,Compreensiva,313.92,Media,0,0,5,3,0
13010,18,M,Urbano,31,Terceiros,200.61,Media,0,11,3,2,0
13011,64,M,Urbano,6,Basica,113.79,Alta,1,15,4,4,0
13012,52,F,Urbano,9,Terceiros,208.76,Media,0,0,3,0,0
13013,62,M,Urbano,9,Compreensiva,341.62,Baixa,1,0,4,2,0
13014,33,M,Suburbano,3,Terceiros,210.09,Baixa,0,16,2,3,1
13015,38,M,Rural,4,Compreensiva,285.56,Baixa,0,6,1,1,0
13016,30,M,Urbano,2,Compreensiva,306.51,Media,0,0,3,0,0
13017,55,M,Suburbano,3,Basica,127.32,Media,0,0,5,3,0
13018,54,F,Suburbano,11,Basica,136.28,Media,0,0,1,9,0
13019,49,F,Urbano,8,Terceiros,247.58,Alta,0,18,3,3,1
13020,48,M,Urbano,5,Terceiros,248.04,Media,1,0,5,2,0
13021,36,M,Urbano,7,Terceiros,208.41,Baixa,0,0,2,3,0
13022,28,M,Urbano,2,Terceiros,222.92,Baixa,0,0,3,3,0
13023,48,M,Urbano,5,Compreensiva,321.51,Media,0,19,2,2,1
13024,62,F,Urbano,3,Compreensiva,345.3,Media,0,12,2,3,0
13025,23,M,Urbano,7,Compreensiva,303.04,Media,0,21,4,2,1
13026,38,M,Urbano,6,Compreensiva,327.55,Media,0,0,2,4,0
13027,39,F,Urbano,3,Terceiros,180.12,Baixa,0,16,5,5,1
13028,46,F,Suburbano,2,Terceiros,227.35,Media,0,0,2,0,0
13029,40,M,Suburbano,5,Terceiros,231.15,Media,1,12,3,0,0
13030,47,M,Urbano,1,Compreensiva,279.46,Media,0,0,5,2,0
13031,44,M,Rural,7,Terceiros,243.72,Media,0,0,1,7,0
13032,50,M,Urbano,2,Basica,134.14,Media,1,0,5,1,0
13033,53,M,Urbano,2,Terceiros,257.81,Media,1,0,5,2,0
13034,35,M,Urbano,4,Compreensiva,333.86,Media,0,20,2,3,1
13035,37,M,Urbano,9,Terceiros,214.38,Media,0,0,2,2,0
13036,34,M,Suburbano,1,Compreensiva,295.69,Media,0,0,3,4,0
13037,45,M,Suburbano,5,Terceiros,229.46,Baixa,0,0,3,0,0
13038,59,M,Urbano,7,Terceiros,267.13,Alta,0,0,5,1,0
13039,52,F,Rural,13,Basica,145.54,Media,1,18,4,2,0
13040,47,M,Urbano,1,Basica,100.0,Media,0,0,3,1,0
13041,46,M,Urbano,1,Compreensiva,310.69,Alta,1,0,4,0,0
13042,45,F,Rural,2,Basica,131.47,Media,1,0,2,0,0
13043,53,F,Urbano,5,Compreensiva,315.6,Baixa,0,0,4,2,0
13044,53,M,Urbano,3,Terceiros,245.06,Alta,1,15,5,5,0
13045,43,F,Urbano,8,Compreensiva,298.25,Alta,1,0,3,2,0
13046,35,M,Suburbano,8,Compreensiva,345.79,Media,2,0,2,2,0
13047,44,M,Suburbano,23,Compreensiva,286.18,Media,0,0,5,2,0
13048,38,M,Urbano,4,Terceiros,236.46,Media,0,0,2,5,0
13049,40,M,Urbano,7,Terceiros,204.78,Media,0,0,4,1,0
13050,39,F,Suburbano,4,Compreensiva,290.39,Media,1,0,2,5,0
13051,51,M,Suburbano,3,Compreensiva,310.29,Baixa,0,0,2,2,0
13052,44,F,Suburbano,2,Compreensiva,294.54,Media,0,0,4,0,0
13053,52,M,Suburbano,5,Terceiros,233.67,Alta,0,0,2,4,0
13054,46,M,Urbano,1,Terceiros,234.68,Media,3,0,5,1,0
13055,50,F,Urbano,2,Terceiros,248.93,Media,1,0,5,1,0
13056,44,F,Urbano,4,Basica,147.27,Media,1,0,4,2,0
13057,36,M,Suburbano,2,Terceiros,218.13,Alta,1,0,4,1,0
13058,45,M,Suburbano,6,Basica,102.18,Alta,1,12,2,5,1
13059,47,F,Suburbano,7,Terceiros,176.43,Media,1,0,5,1,0
13060,54,F,Urbano,4,Compreensiva,329.2,Baixa,0,0,2,3,0
13061,55,M,Urbano,1,Terceiros,233.54,Media,0,0,4,1,0
13062,21,F,Urbano,4,Compreensiva,285.75,Alta,0,11,5,2,1
13063,44,F,Urbano,13,Compreensiva,318.75,Baixa,1,0,4,1,0
13064,37,F,Urbano,8,Compreensiva,267.54,Media,0,0,4,5,0
13065,46,M,Suburbano,1,Compreensiva,294.25,Media,1,0,2,2,0
13066,38,F,Suburbano,3,Basica,100.0,Media,1,0,5,2,0
13067,37,F,Urbano,5,Basica,117.73,Media,0,14,3,1,1
13068,58,M,Urbano,2,Terceiros,254.76,Alta,1,0,4,1,0
13069,54,M,Urbano,4,Compreensiva,319.92,Alta,1,0,3,3,0
13070,48,M,Urbano,3,Terceiros,254.21,Media,1,0,2,0,0
13071,46,M,Urbano,2,Compreensiva,278.02,Media,0,0,4,3,0
13072,51,M,Urbano,2,Compreensiva,301.98,Alta,1,0,5,1,0
13073,36,M,Suburbano,8,Terceiros,227.68,Alta,0,0,2,2,0
13074,38,M,Urbano,6,Terceiros,199.33,Media,0,0,2,3,0
13075,52,F,Suburbano,8,Terceiros,214.7,Baixa,0,15,4,1,0
13076,48,M,Suburbano,1,Compreensiva,321.82,Baixa,0,0,4,2,0
13077,29,F,Urbano,8,Terceiros,239.2,Media,1,13,3,3,1
13078,38,M,Rural,13,Terceiros,218.24,Baixa,0,0,3,0,0
13079,49,M,Suburbano,8,Basica,126.18,Alta,0,0,2,2,0
13080,64,F,Urbano,24,Compreensiva,326.18,Alta,1,8,4,2,0
13081,40,F,Urbano,4,Basica,156.66,Alta,1,0,2,1,0
13082,21,M,Suburbano,1,Terceiros,205.13,Media,0,25,5,2,1
13083,54,M,Urbano,3,Compreensiva,313.49,Alta,2,0,5,3,0
13084,50,F,Rural,4,Compreensiva,343.96,Baixa,1,0,5,1,0
13085,60,F,Urbano,12,Terceiros,200.66,Media,0,0,3,0,0
13086,51,F,Urbano,2,Basica,132.91,Media,1,0,4,4,0
13087,58,M,Urbano,2,Compreensiva,322.97,Media,0,0,3,3,0
13088,31,F,Suburbano,2,Terceiros,202.75,Alta,0,0,3,3,0
13089,39,M,Urbano,13,Basica,104.17,Media,0,14,1,2,0
13090,52,M,Urbano,7,Compreensiva,277.19,Alta,2,0,5,2,0
13091,32,F,Suburbano,3,Compreensiva,308.06,Alta,2,0,3,5,0
13092,45,M,Urbano,9,Terceiros,192.63,Media,2,0,3,1,0
13093,34,M,Suburbano,12,Compreensiva,281.56,Media,0,0,4,3,0
13094,66,M,Suburbano,1,Basica,119.45,Media,0,0,2,1,0
13095,43,M,Suburbano,5,Compreensiva,259.7,Media,1,0,3,1,0
13096,45,F,Urbano,15,Compreensiva,299.45,Baixa,0,0,4,2,0
13097,63,F,Rural,10,Terceiros,206.24,Media,0,0,3,3,0
13098,50,F,Rural,3,Compreensiva,331.73,Alta,0,21,3,5,1
13099,40,F,Urbano,10,Basica,124.16,Media,0,0,2,2,0
13100,24,F,Suburbano,4,Terceiros,200.35,Media,1,0,2,0,0
13101,47,M,Urbano,14,Compreensiva,239.45,Media,1,0,5,0,0
13102,47,F,Urbano,2,Terceiros,203.15,Alta,0,0,2,3,0
13103,71,M,Suburbano,4,Compreensiva,367.64,Media,0,0,3,2,0
13104,32,M,Suburbano,2,Basica,152.14,Media,0,16,3,0,1
13105,54,F,Urbano,14,Terceiros,232.81,Media,1,0,3,2,0
13106,29,F,Urbano,3,Basica,107.81,Alta,0,11,4,1,0
13107,42,M,Rural,2,Compreensiva,282.69,Media,0,0,1,3,0
13108,45,F,Suburbano,1,Terceiros,241.54,Baixa,0,0,1,2,0
13109,45,F,Urbano,10,Basica,146.03,Alta,0,0,4,5,0
13110,38,M,Urbano,14,Terceiros,202.89,Baixa,2,21,3,2,1
13111,60,M,Urbano,5,Basica,146.28,Media,1,11,3,3,0
13112,34,F,Urbano,13,Compreensiva,295.26,Media,0,0,4,2,0
13113,39,F,Suburbano,6,Terceiros,191.57,Alta,1,15,5,1,0
13114,38,M,Urbano,4,Compreensiva,282.6,Alta,0,0,4,2,0
13115,51,M,Urbano,4,Terceiros,205.48,Media,0,0,4,5,0
13116,55,M,Urbano,11,Terceiros,250.37,Media,0,11,3,3,0
13117,39,F,Urbano,1,Compreensiva,303.78,Media,2,0,3,0,0
13118,57,M,Urbano,1,Terceiros,228.21,Media,0,9,3,1,0
13119,31,M,Rural,4,Compreensiva,263.3,Media,0,0,3,2,0
13120,44,F,Urbano,3,Terceiros,202.02,Alta,1,17,2,4,1
13121,54,M,Urbano,14,Terceiros,238.67,Media,1,15,4,3,0
13122,35,F,Urbano,3,Compreensiva,326.3,Media,1,0,1,2,0
13123,30,F,Suburbano,2,Compreensiva,310.02,Baixa,0,15,1,1,1
13124,41,M,Suburbano,7,Terceiros,219.15,Baixa,1,0,3,2,0
13125,46,F,Urbano,11,Basica,162.28,Alta,0,0,2,0,0
13126,39,M,Urbano,5,Compreensiva,319.62,Baixa,0,0,5,5,0
13127,41,F,Urbano,1,Basica,100.0,Media,1,0,2,3,0
13128,61,M,Rural,3,Compreensiva,337.93,Alta,0,0,3,2,0
13129,57,M,Urbano,2,Compreensiva,343.13,Alta,1,0,2,0,0
13130,39,F,Suburbano,1,Compreensiva,326.16,Media,1,7,5,1,0
13131,34,M,Suburbano,5,Compreensiva,272.16,Baixa,1,0,3,1,0
13132,41,M,Suburbano,2,Basica,128.86,Baixa,0,19,1,1,1
13133,53,F,Urbano,7,Terceiros,165.97,Baixa,1,0,4,0,0
13134,45,M,Urbano,5,Compreensiva,319.63,Alta,1,0,3,1,0
13135,51,F,Urbano,2,Terceiros,207.42,Alta,1,0,3,1,0
13136,53,F,Urbano,3,Terceiros,255.62,Baixa,1,0,3,2,0
13137,54,M,Urbano,6,Compreensiva,309.42,Alta,0,18,2,2,1
13138,38,F,Urbano,2,Basica,100.0,Media,0,0,2,5,0
13139,51,M,Urbano,3,Compreensiva,316.57,Media,1,0,4,1,0
13140,48,F,Urbano,6,Terceiros,251.2,Media,0,0,3,1,0
13141,69,F,Urbano,14,Compreensiva,352.52,Media,2,0,4,2,0
13142,42,F,Urbano,2,Terceiros,198.95,Alta,0,0,5,3,0
13143,42,M,Suburbano,5,Terceiros,196.44,Media,0,0,3,2,0
13144,39,M,Urbano,5,Basica,100.0,Baixa,1,0,4,1,0
13145,64,M,Urbano,3,Basica,126.49,Media,0,0,2,2,0
13146,38,F,Suburbano,8,Compreensiva,283.86,Alta,1,0,5,3,0
13147,48,F,Urbano,1,Basica,126.27,Alta,0,0,4,0,0
13148,29,M,Urbano,2,Terceiros,217.96,Alta,1,0,4,1,0
13149,57,M,Urbano,5,Compreensiva,321.94,Baixa,1,0,3,3,0
13150,35,M,Urbano,4,Compreensiva,257.52,Media,3,0,3,0,0
13151,44,M,Urbano,7,Basica,100.66,Alta,0,0,5,1,0
13152,34,F,Urbano,10,Compreensiva,297.93,Baixa,1,14,3,3,1
13153,41,F,Urbano,2,Compreensiva,338.23,Baixa,0,0,5,3,0
13154,57,M,Suburbano,2,Terceiros,244.55,Media,0,20,5,0,1
13155,25,F,Urbano,3,Basica,100.0,Media,0,0,5,2,0
13156,36,F,Urbano,11,Terceiros,190.24,Alta,0,10,3,0,0
13157,36,F,Urbano,4,Compreensiva,283.84,Alta,1,0,2,2,0
13158,48,M,Rural,13,Compreensiva,315.23,Media,0,0,2,1,0
13159,44,F,Urbano,3,Terceiros,199.85,Baixa,0,0,3,4,0
13160,45,M,Urbano,3,Compreensiva,340.07,Baixa,2,18,2,2,1
13161,64,M,Urbano,12,Compreensiva,295.96,Baixa,0,18,3,3,0
13162,46,F,Suburbano,7,Terceiros,217.58,Baixa,0,0,5,1,0
13163,63,F,Suburbano,5,Compreensiva,317.36,Baixa,0,0,5,3,0
13164,58,M,Suburbano,8,Terceiros,204.74,Alta,3,13,2,4,0
13165,41,F,Urbano,2,Compreensiva,292.29,Media,0,0,5,2,0
13166,54,M,Urbano,1,Terceiros,255.21,Baixa,0,0,4,1,0
13167,44,F,Rural,14,Basica,124.06,Media,0,0,5,4,0
13168,49,M,Urbano,9,Compreensiva,273.47,Alta,0,10,3,3,0
13169,40,F,Urbano,14,Compreensiva,277.01,Baixa,0,0,1,1,0
13170,44,M,Urbano,2,Terceiros,235.51,Media,0,0,4,1,0
13171,27,F,Suburbano,1,Compreensiva,305.02,Baixa,0,12,5,1,1
13172,48,F,Urbano,4,Compreensiva,312.06,Media,1,0,2,0,0
13173,54,F,Urbano,2,Compreensiva,309.82,Media,2,0,2,1,0
13174,50,M,Urbano,5,Compreensiva,295.33,Media,1,19,4,1,1
13175,37,F,Rural,3,Compreensiva,299.45,Alta,0,17,4,1,1
13176,53,F,Urbano,2,Terceiros,225.68,Media,0,0,3,2,0
13177,39,M,Urbano,3,Basica,128.72,Media,0,0,3,1,0
13178,40,F,Urbano,4,Compreensiva,281.76,Media,0,0,2,2,0
13179,44,F,Suburbano,7,Basica,111.24,Media,1,17,5,2,0
13180,27,M,Urbano,6,Compreensiva,271.56,Alta,0,0,2,2,0
13181,47,M,Urbano,5,Terceiros,280.86,Alta,1,15,3,1,1
13182,50,M,Urbano,8,Basica,116.63,Alta,1,0,2,5,0
13183,68,F,Urbano,11,Basica,162.38,Alta,0,13,2,3,0
13184,55,M,Urbano,5,Terceiros,229.12,Media,0,0,2,1,0
13185,46,M,Urbano,9,Basica,114.52,Alta,0,0,5,2,0
13186,53,F,Suburbano,8,Compreensiva,277.99,Baixa,0,12,5,5,0
13187,38,F,Urbano,3,Basica,100.0,Alta,1,13,3,1,1
13188,46,F,Urbano,3,Terceiros,218.89,Media,1,13,3,3,0
13189,43,M,Suburbano,1,Terceiros,242.6,Media,0,0,2,1,0
13190,48,M,Urbano,4,Compreensiva,311.91,Alta,0,17,3,2,1
13191,55,M,Suburbano,7,Terceiros,267.56,Media,0,12,5,3,0
13192,29,F,Suburbano,3,Terceiros,208.39,Media,1,0,3,4,0
13193,53,M,Urbano,8,Terceiros,214.43,Baixa,0,0,2,2,0
13194,43,F,Urbano,3,Basica,152.44,Alta,0,13,4,3,0
13195,61,F,Suburbano,1,Compreensiva,316.77,Baixa,3,0,4,1,0
13196,39,M,Suburbano,2,Terceiros,208.24,Media,1,0,3,3,0
13197,50,F,Suburbano,5,Compreensiva,317.37,Media,0,0,2,3,0
13198,45,F,Urbano,3,Terceiros,244.37,Media,1,15,5,4,1
13199,54,M,Urbano,6,Basica,140.8,Media,2,0,3,3,0
13200,37,M,Suburbano,2,Terceiros,221.71,Baixa,0,0,4,1,0
13201,33,F,Rural,3,Compreensiva,297.32,Media,1,0,5,3,0
13202,25,F,Urbano,5,Compreensiva,305.57,Alta,2,0,2,3,0
13203,29,M,Suburbano,3,Compreensiva,298.08,Media,1,0,2,1,0
13204,45,F,Urbano,9,Terceiros,216.21,Media,1,10,1,4,0
13205,48,F,Suburbano,8,Terceiros,253.08,Alta,0,18,2,3,1
13206,61,M,Urbano,6,Terceiros,227.05,Media,1,18,4,2,0
13207,44,F,Urbano,4,Compreensiva,302.17,Media,0,0,4,2,0
13208,42,F,Suburbano,6,Compreensiva,322.72,Baixa,2,20,4,2,1
13209,29,M,Urbano,10,Compreensiva,269.14,Media,1,0,5,0,0
13210,39,M,Urbano,9,Terceiros,189.84,Media,0,0,3,3,0
13211,32,M,Suburbano,11,Terceiros,214.23,Media,0,21,5,3,1
13212,54,M,Urbano,4,Terceiros,227.12,Baixa,0,0,3,0,0
13213,52,F,Urbano,10,Compreensiva,318.12,Media,0,0,2,1,0
13214,42,F,Urbano,4,Terceiros,215.7,Alta,0,0,3,1,0
13215,37,F,Urbano,10,Basica,131.13,Media,1,0,4,1,0
13216,45,F,Urbano,2,Terceiros,225.37,Media,1,0,3,0,0
13217,48,M,Urbano,3,Basica,112.01,Alta,1,0,4,1,0
13218,39,M,Urbano,19,Compreensiva,305.15,Baixa,0,0,5,1,0
13219,61,M,Rural,7,Compreensiva,314.49,Alta,0,0,4,4,0
13220,56,F,Urbano,20,Terceiros,225.83,Media,2,0,1,7,0
13221,45,M,Urbano,6,Terceiros,211.67,Alta,0,0,3,2,0
13222,46,M,Urbano,3,Compreensiva,308.65,Media,1,0,1,0,0
13223,42,F,Urbano,3,Terceiros,228.88,Media,1,0,4,4,0
13224,54,F,Urbano,2,Compreensiva,329.08,Alta,0,0,2,1,0
13225,45,M,Rural,5,Terceiros,228.02,Media,0,21,3,0,1
13226,52,M,Suburbano,2,Compreensiva,298.07,Media,0,0,3,0,0
13227,47,F,Suburbano,14,Terceiros,215.89,Media,1,0,2,5,0
13228,27,F,Suburbano,4,Basica,110.73,Baixa,1,0,3,0,0
13229,42,F,Urbano,7,Basica,100.0,Media,0,18,1,2,1
13230,35,F,Suburbano,2,Compreensiva,270.44,Media,1,0,3,4,0
13231,50,F,Suburbano,9,Terceiros,216.21,Baixa,0,15,3,3,0
13232,43,M,Suburbano,6,Compreensiva,330.34,Media,1,0,4,1,0
13233,56,M,Rural,10,Compreensiva,297.9,Alta,1,19,3,1,0
13234,45,M,Suburbano,13,Basica,101.18,Baixa,0,0,5,2,0
13235,39,M,Rural,2,Compreensiva,271.55,Alta,0,11,4,3,0
13236,41,M,Urbano,2,Terceiros,216.1,Alta,1,0,4,1,0
13237,39,M,Urbano,11,Basica,137.39,Alta,1,17,1,0,1
13238,49,M,Urbano,6,Terceiros,215.82,Media,0,12,4,2,0
13239,58,M,Urbano,2,Basica,110.66,Baixa,1,0,5,1,0
13240,52,M,Suburbano,2,Compreensiva,281.96,Baixa,2,15,1,2,1
13241,33,F,Rural,4,Basica,155.41,Alta,1,19,2,2,1
13242,41,M,Suburbano,4,Terceiros,221.6,Alta,0,9,3,1,0
13243,43,F,Suburbano,3,Terceiros,240.19,Baixa,0,0,4,4,0
13244,38,M,Suburbano,2,Basica,100.0,Media,0,0,4,2,0
13245,18,F,Urbano,3,Compreensiva,267.71,Alta,0,0,4,4,0
13246,48,F,Urbano,11,Terceiros,192.73,Media,1,0,4,1,0
13247,56,M,Urbano,2,Basica,110.08,Alta,0,0,5,2,0
13248,28,M,Urbano,6,Compreensiva,301.61,Alta,1,11,4,3,1
13249,57,M,Rural,3,Terceiros,233.98,Alta,0,0,3,3,0
13250,53,M,Urbano,2,Terceiros,240.45,Media,0,0,3,2,0
13251,18,F,Suburbano,2,Terceiros,200.83,Media,0,0,4,3,0
13252,43,M,Suburbano,5,Terceiros,214.82,Media,1,0,3,3,0
13253,28,M,Suburbano,1,Terceiros,205.74,Baixa,0,0,1,2,0
13254,58,M,Suburbano,9,Terceiros,243.85,Media,0,0,4,1,0
13255,57,F,Urbano,9,Terceiros,240.99,Baixa,2,0,3,4,0
13256,35,F,Suburbano,2,Terceiros,189.03,Baixa,0,13,3,6,1
13257,48,F,Suburbano,5,Compreensiva,311.83,Media,0,0,4,1,0
13258,42,M,Urbano,4,Terceiros,213.53,Baixa,1,0,3,0,0
13259,45,M,Urbano,17,Terceiros,184.59,Alta,0,0,2,3,0
13260,51,M,Suburbano,2,Basica,152.0,Media,0,14,4,1,0
13261,53,M,Urbano,4,Compreensiva,295.73,Baixa,0,0,3,0,0
13262,48,M,Suburbano,15,Terceiros,214.51,Media,0,10,3,2,0
13263,35,F,Urbano,2,Basica,100.0,Alta,0,16,4,2,1
13264,33,F,Suburbano,4,Compreensiva,307.96,Alta,1,14,4,3,1
13265,57,F,Urbano,15,Compreensiva,342.27,Baixa,0,0,2,2,0
13266,42,F,Urbano,5,Compreensiva,301.3,Baixa,1,21,3,1,1
13267,51,F,Rural,1,Compreensiva,328.18,Media,1,0,4,2,0
13268,64,M,Urbano,2,Terceiros,207.11,Media,0,0,4,3,0
13269,51,M,Suburbano,10,Compreensiva,277.46,Media,0,0,2,0,0
13270,57,F,Suburbano,2,Compreensiva,298.21,Media,1,14,1,1,0
13271,44,M,Urbano,3,Basica,132.08,Alta,0,0,3,1,0
13272,50,F,Suburbano,9,Compreensiva,294.77,Alta,1,0,3,3,0
13273,34,F,Suburbano,3,Terceiros,195.71,Alta,1,0,3,1,0
13274,55,M,Urbano,1,Compreensiva,322.28,Baixa,0,0,5,0,0
13275,46,F,Urbano,12,Terceiros,222.56,Alta,0,0,4,1,0
13276,53,F,Suburbano,15,Terceiros,218.66,Alta,0,0,4,3,0
13277,48,F,Suburbano,5,Compreensiva,282.36,Media,1,0,2,2,0
13278,55,F,Urbano,3,Compreensiva,313.7,Media,1,0,2,4,0
13279,39,M,Suburbano,4,Terceiros,227.22,Media,1,18,2,3,1
13280,33,F,Suburbano,1,Compreensiva,298.17,Alta,1,16,3,4,1
13281,61,F,Urbano,13,Compreensiva,344.06,Baixa,1,0,2,2,0
13282,39,M,Suburbano,1,Compreensiva,284.99,Baixa,0,0,5,1,0
13283,42,F,Suburbano,4,Basica,100.0,Baixa,0,0,3,0,0
13284,38,M,Rural,6,Compreensiva,331.15,Alta,1,19,3,1,1
13285,46,M,Urbano,3,Compreensiva,309.53,Media,0,0,4,0,0
13286,51,M,Suburbano,3,Basica,100.0,Alta,0,0,3,3,0
13287,45,F,Suburbano,10,Compreensiva,317.87,Media,0,0,4,1,0
13288,32,M,Urbano,4,Terceiros,186.05,Media,0,0,1,3,0
13289,31,M,Urbano,27,Basica,110.9,Media,0,0,3,2,0
13290,53,F,Rural,4,Terceiros,278.44,Alta,0,8,3,4,0
13291,36,M,Urbano,20,Terceiros,247.81,Media,0,0,3,4,0
13292,44,F,Rural,19,Compreensiva,310.87,Media,0,0,1,1,0
13293,35,F,Suburbano,3,Compreensiva,325.39,Media,0,0,2,3,0
13294,42,M,Urbano,2,Terceiros,223.96,Alta,0,15,2,0,1
13295,33,F,Urbano,2,Basica,100.0,Alta,0,0,5,2,0
13296,58,M,Urbano,3,Basica,146.26,Baixa,0,0,2,2,0
13297,34,M,Urbano,4,Compreensiva,281.75,Media,2,0,3,2,0
13298,38,F,Suburbano,12,Terceiros,223.0,Alta,0,0,3,1,0
13299,45,F,Urbano,10,Terceiros,227.1,Baixa,0,0,3,1,0
13300,47,F,Suburbano,2,Terceiros,206.31,Media,0,0,3,3,0
13301,51,M,Suburbano,1,Basica,146.31,Media,0,0,4,2,0
13302,28,M,Suburbano,1,Compreensiva,312.22,Media,0,12,4,0,1
13303,50,F,Urbano,8,Compreensiva,280.23,Media,0,13,3,2,0
13304,53,F,Urbano,12,Compreensiva,337.97,Media,0,0,2,4,0
13305,44,M,Suburbano,4,Terceiros,244.87,Baixa,1,0,2,0,0
13306,33,M,Rural,2,Basica,114.2,Baixa,2,0,3,1,0
13307,46,M,Urbano,2,Compreensiva,314.28,Media,0,14,3,4,1
13308,48,M,Suburbano,3,Compreensiva,296.68,Alta,0,0,4,2,0
13309,59,M,Urbano,6,Terceiros,228.48,Alta,0,0,1,0,0
13310,38,F,Suburbano,1,Terceiros,236.59,Media,0,0,2,2,0
13311,57,F,Urbano,3,Basica,121.68,Baixa,0,0,3,0,0
13312,46,M,Urbano,9,Terceiros,208.91,Baixa,0,0,1,2,0
13313,53,M,Urbano,3,Basica,149.99,Media,0,0,4,3,0
13314,48,M,Suburbano,9,Compreensiva,286.73,Alta,0,0,4,1,0
13315,47,F,Urbano,3,Terceiros,213.53,Alta,1,0,3,4,0
13316,52,F,Urbano,9,Compreensiva,327.74,Media,0,0,4,6,0
13317,44,F,Urbano,3,Compreensiva,320.98,Alta,0,0,2,4,0
13318,53,M,Suburbano,4,Compreensiva,340.31,Media,1,0,4,1,0
13319,49,M,Urbano,4,Terceiros,198.89,Alta,1,16,5,2,0
13320,43,M,Rural,21,Terceiros,196.07,Baixa,0,0,2,1,0
13321,37,M,Suburbano,4,Terceiros,224.73,Media,1,0,1,3,0
13322,38,F,Urbano,2,Compreensiva,286.26,Alta,1,0,5,0,0
13323,47,M,Urbano,19,Terceiros,181.81,Media,0,0,5,2,0
13324,58,M,Urbano,7,Compreensiva,333.25,Media,1,0,4,2,0
13325,26,F,Urbano,5,Compreensiva,270.67,Media,0,0,3,0,0
13326,45,F,Urbano,10,Compreensiva,284.9,Media,1,0,5,3,0
13327,48,M,Urbano,7,Terceiros,224.87,Media,1,0,4,1,0
13328,28,F,Urbano,8,Compreensiva,260.25,Alta,0,0,4,1,0
13329,44,M,Suburbano,3,Terceiros,230.83,Media,2,0,2,1,0
13330,39,M,Urbano,3,Compreensiva,298.64,Alta,2,17,1,2,1
13331,42,M,Suburbano,6,Terceiros,207.76,Media,1,0,3,3,0
13332,64,F,Suburbano,10,Basica,100.0,Alta,0,0,3,3,0
13333,51,F,Urbano,2,Terceiros,229.69,Baixa,1,0,3,2,0
13334,44,M,Urbano,3,Terceiros,220.26,Alta,0,12,3,1,1
13335,54,M,Rural,7,Compreensiva,325.85,Baixa,1,0,5,2,0
13336,61,M,Rural,4,Terceiros,243.67,Media,0,20,4,2,1
13337,46,F,Suburbano,2,Compreensiva,317.68,Alta,1,0,4,2,0
13338,49,F,Urbano,9,Compreensiva,344.65,Baixa,0,0,5,1,0
13339,48,M,Suburbano,4,Basica,144.69,Baixa,0,0,4,2,0
13340,48,M,Urbano,6,Basica,111.57,Media,1,0,3,0,0
13341,25,M,Urbano,3,Terceiros,239.82,Media,1,0,5,1,0
13342,43,M,Urbano,14,Compreensiva,352.94,Media,1,0,3,1,0
13343,44,M,Suburbano,4,Compreensiva,290.46,Baixa,1,0,3,2,0
13344,39,M,Urbano,9,Terceiros,201.84,Media,1,0,3,2,0
13345,53,M,Rural,5,Compreensiva,297.35,Media,0,19,3,5,1
13346,40,F,Rural,4,Basica,125.6,Media,1,0,5,4,0
13347,53,M,Suburbano,3,Basica,116.34,Baixa,0,0,5,2,0
13348,37,F,Urbano,7,Terceiros,231.71,Media,1,18,5,1,1
13349,42,M,Suburbano,8,Basica,117.36,Media,1,0,3,1,0
13350,38,M,Urbano,1,Terceiros,217.99,Media,2,0,4,3,0
13351,43,M,Rural,3,Terceiros,206.67,Media,1,19,5,0,1
13352,40,M,Suburbano,3,Terceiros,226.72,Media,0,0,2,4,0
13353,41,F,Urbano,3,Terceiros,222.66,Media,0,0,3,2,0
13354,61,F,Urbano,8,Terceiros,256.79,Baixa,1,16,3,0,0
13355,33,F,Urbano,8,Compreensiva,285.95,Baixa,0,14,1,0,1
13356,53,F,Suburbano,11,Terceiros,207.26,Alta,1,0,4,2,0
13357,57,M,Suburbano,4,Terceiros,234.01,Alta,0,0,1,1,0
13358,42,F,Urbano,3,Terceiros,214.7,Baixa,1,0,1,2,0
13359,48,F,Urbano,10,Terceiros,212.11,Media,0,0,4,0,0
13360,48,M,Urbano,3,Terceiros,228.87,Alta,0,12,4,3,0
13361,48,M,Urbano,2,Compreensiva,311.23,Media,1,13,2,2,1
13362,56,F,Rural,3,Basica,118.94,Alta,1,0,4,3,0
13363,37,F,Urbano,8,Compreensiva,232.3,Baixa,0,14,1,2,1
13364,28,M,Urbano,2,Terceiros,220.99,Media,1,0,3,2,0
13365,47,M,Suburbano,1,Compreensiva,323.16,Baixa,0,0,2,1,0
13366,47,F,Suburbano,3,Basica,119.04,Alta,0,0,2,1,0
13367,41,M,Suburbano,4,Terceiros,186.65,Alta,0,0,1,1,0
13368,59,F,Urbano,3,Terceiros,245.6,Media,0,8,4,2,0
